,CreditScore,Geography,Gender,Age,Balance,Tenure,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1372,542.0,S2,Male,40.0,117707.83,5.0,2.0,1.0,0.0,68698.41,0
1373,570.0,S1,Male,42.0,128877.87,7.0,2.0,1.0,1.0,77298.57,0
1374,573.0,S0,Male,39.0,144702.94,6.0,1.0,1.0,1.0,101700.55,0
1375,679.0,S0,Female,60.0,133038.6,4.0,1.0,1.0,0.0,70683.02,1
1376,644.0,S0,Male,49.0,62397.41,3.0,2.0,0.0,0.0,103723.68,0
1377,721.0,S0,Male,42.0,62397.41,6.0,3.0,0.0,0.0,104582.34,0
1378,658.0,S2,Male,40.0,62397.41,5.0,2.0,1.0,0.0,125656.41,0
1379,658.0,S0,Female,41.0,62397.41,3.0,2.0,0.0,1.0,128783.89,0
1380,668.0,S2,Male,42.0,127092.44,4.0,1.0,0.0,0.0,106286.02,0
1381,713.0,S0,Male,35.0,62397.41,6.0,2.0,1.0,0.0,90328.1,0
1382,551.0,S0,Female,70.0,62397.41,5.0,2.0,1.0,1.0,78357.3,0
1383,592.0,S2,Male,39.0,62397.41,3.0,2.0,1.0,1.0,62820.67,0
1384,604.0,S2,Male,34.0,139459.76,4.0,1.0,1.0,1.0,142465.35,0
1385,706.0,S0,Female,44.0,158012.93,5.0,1.0,1.0,1.0,81966.55,0
1386,684.0,S2,Male,42.0,151860.08,5.0,1.0,0.0,1.0,65688.28,0
1387,606.0,S2,Female,42.0,62397.41,4.0,2.0,1.0,0.0,110917.97,0
1388,617.0,S0,Female,59.0,62397.41,5.0,2.0,1.0,1.0,114306.64,0
1389,750.0,S0,Male,39.0,145018.82,6.0,1.0,1.0,0.0,121525.68,0
1390,631.0,S1,Female,44.0,129461.64,4.0,1.0,0.0,1.0,121796.95,0
1391,609.0,S1,Male,46.0,106084.49,4.0,1.0,1.0,1.0,121263.72,0
1392,582.0,S0,Female,49.0,62397.41,5.0,2.0,0.0,0.0,105255.16,0
1393,616.0,S2,Female,37.0,62397.41,5.0,1.0,1.0,1.0,105697.62,0
1394,598.0,S2,Male,47.0,62397.41,6.0,2.0,1.0,0.0,120600.77,0
1395,627.0,S0,Male,44.0,128445.69,5.0,1.0,1.0,1.0,140214.88,0
1396,669.0,S0,Male,48.0,62397.41,5.0,1.0,1.0,1.0,81181.44,0
1397,490.0,S0,Female,39.0,62397.41,3.0,2.0,1.0,0.0,101129.25,0
1398,587.0,S2,Male,42.0,62397.41,4.0,2.0,1.0,1.0,71216.82,0
1399,718.0,S2,Female,41.0,62397.41,2.0,1.0,0.0,0.0,120815.56,0
1400,631.0,S2,Female,45.0,104361.15,4.0,2.0,1.0,0.0,73624.59,0
1401,599.0,S0,Male,57.0,62397.41,4.0,1.0,0.0,0.0,132461.99,1
1402,623.0,S1,Female,53.0,124678.86,3.0,1.0,1.0,0.0,64594.0,1
1403,598.0,S0,Female,36.0,128814.16,3.0,1.0,1.0,0.0,124678.57,0
1404,605.0,S2,Male,53.0,62397.41,7.0,1.0,1.0,1.0,123215.67,0
1405,668.0,S0,Male,32.0,62397.41,3.0,2.0,0.0,1.0,85894.68,0
1406,668.0,S0,Female,42.0,116116.86,3.0,2.0,0.0,0.0,129479.47,0
1407,753.0,S0,Male,50.0,123960.03,5.0,1.0,0.0,1.0,82900.58,0
1408,580.0,S0,Female,46.0,62397.41,5.0,2.0,1.0,1.0,90528.59,0
1409,641.0,S0,Male,48.0,62397.41,2.0,2.0,0.0,0.0,70002.36,0
1410,729.0,S0,Female,47.0,62397.41,5.0,2.0,1.0,1.0,119596.15,0
1411,706.0,S0,Female,52.0,90835.41,3.0,1.0,1.0,0.0,105637.22,1
1412,720.0,S2,Female,37.0,62397.41,6.0,2.0,1.0,0.0,107612.87,0
1413,708.0,S0,Female,35.0,130034.06,3.0,1.0,0.0,1.0,107781.43,0
1414,595.0,S2,Female,44.0,62397.41,3.0,1.0,1.0,1.0,59724.18,0
1415,747.0,S2,Male,44.0,62397.41,3.0,2.0,0.0,1.0,139551.14,0
1416,639.0,S1,Male,34.0,120822.59,5.0,2.0,1.0,1.0,97938.63,0
1417,646.0,S0,Male,35.0,62397.41,6.0,1.0,1.0,0.0,114492.86,0
1418,680.0,S2,Male,54.0,129872.32,2.0,1.0,0.0,1.0,63211.88,0
1419,631.0,S2,Male,45.0,134343.6,3.0,2.0,1.0,0.0,76045.31,0
1420,648.0,S0,Male,41.0,136649.45,5.0,1.0,0.0,1.0,130802.66,0
1421,595.0,S2,Female,48.0,100896.03,3.0,1.0,1.0,1.0,80651.28,0
1422,650.0,S0,Female,36.0,141723.52,2.0,1.0,0.0,0.0,112700.34,0
1423,655.0,S0,Male,42.0,62397.41,3.0,2.0,0.0,0.0,76487.75,0
1424,542.0,S2,Female,39.0,62397.41,4.0,2.0,1.0,1.0,83300.01,0
1425,532.0,S0,Male,39.0,124194.46,5.0,2.0,0.0,0.0,123095.89,0
1426,690.0,S2,Male,40.0,115418.75,5.0,1.0,1.0,1.0,121267.48,0
1427,574.0,S2,Female,37.0,62397.41,5.0,2.0,1.0,0.0,128346.62,0
1428,631.0,S0,Male,37.0,150940.05,3.0,2.0,1.0,1.0,122182.42,0
1429,596.0,S1,Male,44.0,138840.22,2.0,2.0,1.0,1.0,92995.1,0
1430,672.0,S1,Male,35.0,115709.14,4.0,2.0,1.0,1.0,135642.41,0
1431,753.0,S1,Female,39.0,104322.44,3.0,1.0,0.0,1.0,89345.17,0
1432,645.0,S0,Female,30.0,122785.9,6.0,2.0,1.0,1.0,71946.44,0
1433,625.0,S2,Female,39.0,62397.41,6.0,2.0,1.0,1.0,121445.03,0
1434,616.0,S1,Male,36.0,132532.06,5.0,2.0,1.0,0.0,91762.38,0
1435,659.0,S1,Male,37.0,117083.83,4.0,2.0,0.0,1.0,110123.34,0
1436,619.0,S2,Male,36.0,62397.41,4.0,2.0,1.0,1.0,141619.98,0
1437,673.0,S0,Male,47.0,62397.41,4.0,2.0,1.0,0.0,126966.2,0
1438,534.0,S0,Male,33.0,62397.41,5.0,2.0,0.0,1.0,104244.51,0
1439,622.0,S0,Female,47.0,62397.41,3.0,2.0,1.0,0.0,121101.13,0
1440,641.0,S1,Male,34.0,131773.41,3.0,1.0,1.0,0.0,128175.59,0
1441,598.0,S0,Female,38.0,118265.51,4.0,1.0,1.0,1.0,128625.31,0
1442,688.0,S0,Female,43.0,62397.41,5.0,1.0,0.0,0.0,62047.05,0
1443,643.0,S0,Female,49.0,122594.6,5.0,1.0,0.0,1.0,85570.47,0
1444,691.0,S2,Female,46.0,124825.8,3.0,1.0,1.0,1.0,128541.71,0
1445,585.0,S2,Male,40.0,117724.6,5.0,1.0,1.0,1.0,104162.18,0
1446,627.0,S0,Male,47.0,140511.47,5.0,1.0,0.0,1.0,58982.52,0
1447,646.0,S0,Female,50.0,62397.41,2.0,1.0,1.0,1.0,91715.39,1
1448,671.0,S1,Female,39.0,120587.92,2.0,1.0,1.0,1.0,92145.07,0
1449,621.0,S2,Female,39.0,111996.46,5.0,2.0,1.0,0.0,64201.24,0
1450,709.0,S0,Male,60.0,122256.23,7.0,1.0,0.0,1.0,107214.06,0
1451,657.0,S2,Male,42.0,123478.0,5.0,1.0,1.0,0.0,105728.45,0
1452,538.0,S2,Male,43.0,62397.41,5.0,2.0,1.0,1.0,92102.96,0
1453,678.0,S1,Male,38.0,93471.37,5.0,1.0,1.0,1.0,123845.29,0
1454,650.0,S0,Male,37.0,62397.41,6.0,2.0,1.0,1.0,58389.53,0
1455,689.0,S0,Male,33.0,62397.41,6.0,2.0,0.0,1.0,95212.57,0
1456,601.0,S0,Male,37.0,140438.2,5.0,1.0,1.0,1.0,133753.15,0
1457,561.0,S1,Female,45.0,111928.69,3.0,2.0,0.0,1.0,97472.41,0
1458,657.0,S2,Male,43.0,62397.41,4.0,1.0,1.0,1.0,98142.5,0
1459,619.0,S0,Female,39.0,62397.41,6.0,2.0,0.0,0.0,107382.43,0
1460,609.0,S0,Female,42.0,62397.41,5.0,2.0,1.0,0.0,94156.29,0
1461,679.0,S2,Female,39.0,62397.41,6.0,2.0,0.0,0.0,132533.99,0
1462,707.0,S1,Female,42.0,114552.6,3.0,2.0,1.0,0.0,139978.25,0
1463,606.0,S0,Male,42.0,62397.41,5.0,1.0,1.0,1.0,84367.9,0
1464,672.0,S2,Female,39.0,62397.41,5.0,2.0,1.0,0.0,66021.0,0
1465,672.0,S0,Male,59.0,62397.41,5.0,2.0,0.0,1.0,69893.78,0
1466,649.0,S2,Female,42.0,123329.22,5.0,1.0,1.0,1.0,119699.34,0
1467,696.0,S0,Female,39.0,62397.41,5.0,2.0,0.0,0.0,92777.39,0
1468,640.0,S1,Male,37.0,124324.73,4.0,2.0,1.0,1.0,105166.08,0
1469,753.0,S2,Male,42.0,62397.41,3.0,2.0,1.0,0.0,108485.22,0
1470,624.0,S1,Male,39.0,103448.99,6.0,2.0,0.0,0.0,72354.93,0
1471,530.0,S2,Male,34.0,62397.41,5.0,2.0,1.0,0.0,69762.34,0
1472,719.0,S0,Female,41.0,138715.67,3.0,1.0,1.0,1.0,115035.79,0
1473,688.0,S0,Male,49.0,62397.41,5.0,2.0,0.0,0.0,119454.47,0
1474,641.0,S1,Female,38.0,108658.35,7.0,1.0,1.0,1.0,76038.44,0
1475,671.0,S2,Male,39.0,62397.41,6.0,1.0,1.0,1.0,85852.17,0
1476,659.0,S0,Male,34.0,133377.5,6.0,2.0,1.0,0.0,96003.91,0
1477,662.0,S0,Female,36.0,137395.7,5.0,1.0,1.0,1.0,61609.64,0
1478,695.0,S1,Female,39.0,107913.7,5.0,2.0,1.0,1.0,75618.61,0
1479,660.0,S0,Male,44.0,107936.31,4.0,1.0,1.0,1.0,63616.58,0
1480,589.0,S0,Male,42.0,62397.41,6.0,1.0,1.0,0.0,77845.14,0
1481,631.0,S0,Male,40.0,99903.74,5.0,3.0,1.0,0.0,112513.26,1
1482,598.0,S2,Male,42.0,120550.44,5.0,2.0,1.0,1.0,68163.24,0
1483,580.0,S2,Male,46.0,143591.99,6.0,2.0,0.0,1.0,133218.26,0
1484,641.0,S0,Male,42.0,106113.19,7.0,1.0,0.0,1.0,73276.49,0
1485,714.0,S0,Male,52.0,91617.54,2.0,1.0,0.0,1.0,118073.15,0
1486,753.0,S0,Male,34.0,110976.8,5.0,2.0,0.0,0.0,122407.3,0
1487,632.0,S0,Male,39.0,122126.66,5.0,1.0,1.0,1.0,79957.26,0
1488,646.0,S2,Female,61.0,121179.53,4.0,1.0,1.0,1.0,96241.11,0
1489,552.0,S1,Male,58.0,144771.95,3.0,1.0,0.0,1.0,81759.26,0
1490,642.0,S0,Male,33.0,62397.41,5.0,2.0,1.0,1.0,119001.45,0
1491,646.0,S0,Female,38.0,62397.41,5.0,2.0,1.0,1.0,89577.89,0
1492,627.0,S2,Female,36.0,62397.41,4.0,2.0,1.0,1.0,89102.37,0
1493,702.0,S2,Female,32.0,62397.41,5.0,2.0,1.0,1.0,86170.86,0
1494,599.0,S1,Male,42.0,107185.59,6.0,1.0,0.0,0.0,124318.85,0
1495,577.0,S0,Female,43.0,62397.41,5.0,2.0,1.0,1.0,64995.96,0
1496,730.0,S1,Female,33.0,124527.96,5.0,1.0,0.0,1.0,114003.61,0
1497,553.0,S0,Male,39.0,119108.3,3.0,1.0,0.0,1.0,131940.04,0
1498,615.0,S1,Female,49.0,114220.67,3.0,1.0,0.0,1.0,128242.6,1
1499,644.0,S0,Male,37.0,116852.53,3.0,1.0,0.0,1.0,74001.81,0
1500,662.0,S2,Female,42.0,62397.41,6.0,2.0,1.0,1.0,124865.98,0
1501,531.0,S0,Female,37.0,132458.43,5.0,1.0,0.0,1.0,60117.53,0
1502,688.0,S1,Male,36.0,124588.58,5.0,2.0,1.0,0.0,117656.69,0
1503,688.0,S0,Female,39.0,62397.41,3.0,2.0,1.0,1.0,131622.45,0
1504,720.0,S1,Male,38.0,138755.03,3.0,1.0,1.0,0.0,61288.48,0
1505,672.0,S2,Female,40.0,62397.41,6.0,1.0,1.0,1.0,127684.77,0
1506,607.0,S0,Male,45.0,120235.5,5.0,1.0,1.0,1.0,91217.01,0
1507,584.0,S1,Female,46.0,133440.7,4.0,1.0,1.0,1.0,100080.8,0
1508,604.0,S1,Male,41.0,134482.26,6.0,1.0,1.0,0.0,99100.09,0
1509,597.0,S1,Male,49.0,132856.5,5.0,2.0,1.0,1.0,131571.59,0
1510,692.0,S2,Female,41.0,62397.41,5.0,2.0,1.0,1.0,82929.57,0
1511,747.0,S0,Male,37.0,130898.65,6.0,1.0,1.0,0.0,80506.69,0
1512,676.0,S0,Male,44.0,119684.72,5.0,1.0,1.0,1.0,107097.8,0
1513,546.0,S0,Male,32.0,62397.41,5.0,2.0,1.0,0.0,73514.22,0
1514,615.0,S0,Male,47.0,62397.41,7.0,2.0,0.0,0.0,127313.23,0
1515,687.0,S0,Male,45.0,101099.29,5.0,2.0,1.0,1.0,91686.37,0
1516,562.0,S0,Female,32.0,62397.41,4.0,2.0,1.0,1.0,141703.93,0
1517,721.0,S0,Male,41.0,62397.41,3.0,2.0,1.0,1.0,125085.47,0
1518,516.0,S1,Female,45.0,105460.44,4.0,1.0,1.0,1.0,127235.43,0
1519,644.0,S1,Male,64.0,125756.87,2.0,2.0,1.0,1.0,136085.72,0
1520,584.0,S2,Female,42.0,62397.41,2.0,2.0,0.0,0.0,70310.93,0
1521,652.0,S0,Male,32.0,62397.41,6.0,2.0,1.0,1.0,105200.8,0
1522,588.0,S0,Male,43.0,62397.41,5.0,2.0,1.0,1.0,112700.88,0
1523,581.0,S2,Male,39.0,62397.41,7.0,2.0,0.0,1.0,135427.36,0
1524,631.0,S0,Male,35.0,62397.41,5.0,2.0,1.0,0.0,57867.2,0
1525,550.0,S2,Female,45.0,62397.41,5.0,2.0,1.0,1.0,72136.14,0
1526,693.0,S1,Female,42.0,113486.71,7.0,2.0,1.0,0.0,130590.27,0
1527,697.0,S0,Female,43.0,62397.41,5.0,2.0,1.0,1.0,117206.2,0
1528,591.0,S0,Male,38.0,62397.41,3.0,2.0,0.0,0.0,70957.39,0
1529,575.0,S1,Male,44.0,139061.29,4.0,1.0,0.0,0.0,62096.8,0
1530,556.0,S0,Male,59.0,62397.41,3.0,2.0,1.0,1.0,138819.22,0
1531,539.0,S1,Male,33.0,114675.52,5.0,1.0,1.0,0.0,106277.9,0
1532,696.0,S2,Male,55.0,62397.41,3.0,2.0,1.0,1.0,62038.89,0
1533,679.0,S0,Female,41.0,137159.92,6.0,2.0,1.0,0.0,96530.54,0
1534,600.0,S2,Female,34.0,62397.41,5.0,2.0,1.0,1.0,130602.92,0
1535,600.0,S1,Male,46.0,133696.87,4.0,2.0,1.0,1.0,104780.46,0
1536,630.0,S0,Male,39.0,62397.41,3.0,2.0,1.0,0.0,58371.5,0
1537,657.0,S2,Male,49.0,116480.32,6.0,1.0,1.0,1.0,91567.78,0
1538,666.0,S0,Female,41.0,62397.41,6.0,2.0,1.0,1.0,87118.55,0
1539,496.0,S1,Male,45.0,123123.89,6.0,2.0,1.0,0.0,111112.11,0
1540,633.0,S0,Male,42.0,104399.59,5.0,1.0,1.0,0.0,77504.49,0
1541,665.0,S0,Male,45.0,70888.25,3.0,1.0,1.0,1.0,90443.35,0
1542,753.0,S0,Male,38.0,140805.03,4.0,2.0,1.0,1.0,121955.76,0
1543,688.0,S2,Male,39.0,62397.41,6.0,2.0,1.0,0.0,78778.81,0
1544,520.0,S1,Male,32.0,114966.41,5.0,2.0,1.0,0.0,113483.99,0
1545,747.0,S0,Female,43.0,110129.53,3.0,1.0,1.0,0.0,93410.89,0
1546,603.0,S0,Female,66.0,62397.41,6.0,2.0,1.0,1.0,129630.35,0
1547,670.0,S0,Male,38.0,150508.19,6.0,1.0,1.0,0.0,136984.02,0
1548,622.0,S1,Female,35.0,120330.54,3.0,1.0,0.0,0.0,138928.36,0
1549,732.0,S0,Male,37.0,62397.41,6.0,2.0,1.0,1.0,69585.76,0
1550,672.0,S2,Male,44.0,62397.41,6.0,2.0,0.0,0.0,109151.34,0
1551,590.0,S0,Female,47.0,110482.75,5.0,2.0,1.0,1.0,102790.19,0
1552,633.0,S1,Male,42.0,135582.13,3.0,2.0,0.0,0.0,136665.12,0
1553,740.0,S2,Male,51.0,62397.41,5.0,2.0,0.0,1.0,133333.64,0
1554,613.0,S2,Female,57.0,62397.41,3.0,2.0,1.0,1.0,71654.69,0
1555,539.0,S1,Female,39.0,109262.76,5.0,1.0,0.0,1.0,142402.61,0
1556,653.0,S1,Male,47.0,114366.96,6.0,1.0,0.0,0.0,112691.54,0
1557,648.0,S0,Male,49.0,62397.41,6.0,2.0,1.0,0.0,67435.02,0
1558,640.0,S0,Female,42.0,126250.22,5.0,1.0,1.0,1.0,61020.81,0
1559,723.0,S2,Male,44.0,62397.41,5.0,2.0,1.0,1.0,131882.74,0
1560,753.0,S0,Male,37.0,139785.35,7.0,2.0,1.0,0.0,84201.8,0
1561,614.0,S1,Male,39.0,111029.42,6.0,1.0,1.0,1.0,131769.86,0
1562,583.0,S2,Male,35.0,62397.41,6.0,2.0,0.0,0.0,90510.25,0
1563,546.0,S0,Male,41.0,127637.96,2.0,1.0,1.0,0.0,80042.56,0
1564,753.0,S1,Female,47.0,114623.29,5.0,1.0,1.0,0.0,83042.87,1
1565,714.0,S0,Male,38.0,62397.41,6.0,2.0,1.0,0.0,114068.65,0
1566,567.0,S1,Female,43.0,99889.99,5.0,3.0,1.0,1.0,93945.72,1
1567,640.0,S0,Male,43.0,62397.41,7.0,2.0,1.0,0.0,101275.4,0
1568,690.0,S2,Male,42.0,62397.41,3.0,2.0,0.0,1.0,134222.79,0
1569,596.0,S2,Female,37.0,113001.71,5.0,1.0,1.0,1.0,133292.08,0
1570,753.0,S1,Female,37.0,117092.37,3.0,1.0,1.0,1.0,113669.68,0
1571,571.0,S0,Female,37.0,62397.41,6.0,2.0,1.0,1.0,74646.84,0
1572,753.0,S0,Female,45.0,62397.41,6.0,1.0,1.0,0.0,65857.89,1
1573,665.0,S0,Male,38.0,109887.02,5.0,1.0,1.0,1.0,119947.3,0
1574,591.0,S1,Male,45.0,126080.04,5.0,2.0,1.0,0.0,75225.47,0
1575,719.0,S2,Female,55.0,62397.41,5.0,1.0,1.0,0.0,72564.43,1
1576,592.0,S0,Male,45.0,62397.41,3.0,1.0,0.0,0.0,109775.43,0
1577,514.0,S1,Female,40.0,114036.77,6.0,2.0,1.0,1.0,137956.22,0
1578,598.0,S2,Male,39.0,114913.95,2.0,1.0,0.0,1.0,75891.35,0
1579,535.0,S2,Female,47.0,107209.36,4.0,3.0,1.0,0.0,114942.69,1
1580,637.0,S1,Male,40.0,121309.13,3.0,1.0,1.0,1.0,92800.99,0
1581,651.0,S1,Female,60.0,103232.15,4.0,1.0,1.0,0.0,87104.43,1
1582,621.0,S2,Male,42.0,114295.23,2.0,1.0,0.0,0.0,124788.31,0
1583,601.0,S0,Female,40.0,62397.41,5.0,2.0,1.0,0.0,70708.45,0
1584,546.0,S0,Male,36.0,62397.41,7.0,2.0,0.0,1.0,68356.85,0
1585,720.0,S0,Female,51.0,109724.94,3.0,1.0,1.0,1.0,137988.14,0
1586,753.0,S1,Male,44.0,151338.07,3.0,2.0,0.0,1.0,110964.72,0
1587,604.0,S0,Male,33.0,62397.41,4.0,2.0,0.0,0.0,136982.96,0
1588,601.0,S2,Female,55.0,108023.5,5.0,2.0,1.0,0.0,126436.28,1
1589,525.0,S2,Male,49.0,106159.56,5.0,1.0,0.0,1.0,93903.19,0
1590,659.0,S0,Female,32.0,62397.41,7.0,2.0,1.0,1.0,91391.45,0
1591,753.0,S0,Female,42.0,169341.34,4.0,1.0,0.0,1.0,86989.54,0
1592,598.0,S1,Male,29.0,153014.45,6.0,2.0,1.0,1.0,70072.33,0
1593,696.0,S2,Male,37.0,135474.78,4.0,1.0,0.0,1.0,141780.44,0
1594,646.0,S2,Male,39.0,62397.41,4.0,2.0,1.0,0.0,76782.84,0
1595,600.0,S2,Male,35.0,62397.41,5.0,2.0,1.0,0.0,63747.55,0
1596,681.0,S1,Male,42.0,118361.44,6.0,2.0,0.0,1.0,140307.01,0
1597,561.0,S2,Male,43.0,124104.3,3.0,2.0,1.0,1.0,82356.32,0
1598,531.0,S1,Female,52.0,128460.9,3.0,1.0,1.0,0.0,73338.25,1
1599,574.0,S0,Male,60.0,122085.38,5.0,1.0,1.0,1.0,66170.16,0
1600,623.0,S0,Female,40.0,114173.58,3.0,2.0,1.0,1.0,116609.92,0
1601,652.0,S1,Female,43.0,141674.5,4.0,2.0,1.0,0.0,126689.88,0
1602,606.0,S0,Male,61.0,62397.41,6.0,2.0,1.0,1.0,80151.43,0
1603,678.0,S0,Male,39.0,115838.7,4.0,1.0,1.0,0.0,95192.25,0
1604,583.0,S0,Male,37.0,62397.41,3.0,2.0,1.0,1.0,96584.34,0
1605,573.0,S0,Male,34.0,62397.41,4.0,1.0,1.0,0.0,140432.09,0
1606,590.0,S0,Male,40.0,143625.8,5.0,2.0,1.0,1.0,120494.67,0
1607,631.0,S0,Female,68.0,62397.41,5.0,2.0,1.0,1.0,57915.29,0
1608,669.0,S1,Male,36.0,109083.18,5.0,1.0,1.0,1.0,87076.89,0
1609,622.0,S2,Female,39.0,62397.41,6.0,2.0,0.0,0.0,68587.25,0
1610,639.0,S1,Female,50.0,126440.56,5.0,2.0,1.0,0.0,103772.37,1
1611,753.0,S0,Male,36.0,62397.41,5.0,2.0,1.0,1.0,62051.28,0
1612,614.0,S2,Male,42.0,124673.78,5.0,1.0,1.0,0.0,114911.69,0
1613,561.0,S2,Female,37.0,62397.41,2.0,2.0,0.0,0.0,133756.27,0
1614,552.0,S0,Female,39.0,62397.41,4.0,2.0,1.0,1.0,59171.63,0
1615,522.0,S0,Female,37.0,62397.41,6.0,2.0,0.0,0.0,84349.3,0
1616,623.0,S0,Female,41.0,62397.41,5.0,1.0,1.0,0.0,127296.09,0
1617,542.0,S0,Female,37.0,116147.3,2.0,1.0,0.0,1.0,76210.59,0
1618,549.0,S2,Male,43.0,62397.41,4.0,2.0,0.0,1.0,62813.0,0
1619,652.0,S0,Male,42.0,130028.59,6.0,1.0,1.0,0.0,69241.21,0
1620,596.0,S0,Female,39.0,133529.22,5.0,1.0,0.0,0.0,61528.98,0
1621,696.0,S2,Male,47.0,133192.78,5.0,2.0,1.0,0.0,124954.2,0
1622,539.0,S0,Male,42.0,62397.41,4.0,2.0,0.0,0.0,62815.04,0
1623,611.0,S0,Female,39.0,146701.54,3.0,2.0,1.0,1.0,85226.28,0
1624,678.0,S2,Female,46.0,62397.41,5.0,1.0,1.0,1.0,108535.43,0
1625,692.0,S0,Female,43.0,62397.41,4.0,2.0,1.0,1.0,93278.22,0
1626,615.0,S0,Female,42.0,129731.22,3.0,2.0,1.0,0.0,120686.49,0
1627,659.0,S0,Female,45.0,62397.41,3.0,1.0,1.0,0.0,58053.65,1
1628,620.0,S1,Male,44.0,105708.51,5.0,2.0,1.0,1.0,107342.19,0
1629,753.0,S1,Female,39.0,130087.65,5.0,1.0,1.0,0.0,105599.69,0
1630,637.0,S1,Female,49.0,117429.73,2.0,1.0,0.0,0.0,137524.75,1
1631,634.0,S0,Female,42.0,62397.41,3.0,2.0,1.0,1.0,60774.61,0
1632,533.0,S0,Female,37.0,62397.41,5.0,2.0,1.0,1.0,78531.21,0
1633,514.0,S1,Female,68.0,156106.23,3.0,2.0,1.0,1.0,141112.03,0
1634,619.0,S0,Male,40.0,127337.06,6.0,1.0,1.0,1.0,91141.7,0
1635,713.0,S1,Female,39.0,131065.96,5.0,2.0,1.0,1.0,129365.16,0
1636,702.0,S0,Female,40.0,62397.41,3.0,2.0,0.0,0.0,118800.93,0
1637,608.0,S0,Female,42.0,100168.54,6.0,4.0,0.0,1.0,113496.92,1
1638,570.0,S0,Female,44.0,124896.32,6.0,1.0,1.0,0.0,115140.45,0
1639,603.0,S2,Female,49.0,62397.41,5.0,2.0,1.0,1.0,74537.52,0
1640,694.0,S2,Male,40.0,62397.41,4.0,2.0,1.0,1.0,61620.43,0
1641,671.0,S2,Male,39.0,112209.2,3.0,1.0,0.0,0.0,140134.64,0
1642,622.0,S0,Female,41.0,146302.65,6.0,1.0,1.0,1.0,88320.09,0
1643,680.0,S1,Female,45.0,122152.25,3.0,2.0,0.0,0.0,94657.59,0
1644,624.0,S0,Female,39.0,146482.86,3.0,1.0,0.0,1.0,119281.11,0
1645,580.0,S0,Male,42.0,152241.44,6.0,1.0,1.0,0.0,142455.09,0
1646,516.0,S1,Male,39.0,144968.15,6.0,2.0,1.0,1.0,59093.45,0
1647,612.0,S1,Male,49.0,116359.01,5.0,1.0,1.0,1.0,85896.17,0
1648,638.0,S1,Male,57.0,114954.28,3.0,1.0,1.0,0.0,60941.13,1
1649,614.0,S0,Female,39.0,62397.41,6.0,1.0,1.0,0.0,67821.74,0
1650,638.0,S0,Male,39.0,62397.41,7.0,1.0,1.0,1.0,105984.5,0
1651,688.0,S0,Female,48.0,62397.41,5.0,2.0,1.0,1.0,86308.54,0
1652,647.0,S2,Male,34.0,62397.41,3.0,2.0,1.0,1.0,63134.07,0
1653,590.0,S0,Female,43.0,62397.41,5.0,2.0,1.0,0.0,58537.3,0
1654,731.0,S1,Female,33.0,130330.68,6.0,1.0,1.0,1.0,115325.6,0
1655,660.0,S2,Female,43.0,143816.76,6.0,1.0,0.0,0.0,95842.99,0
1656,592.0,S0,Female,34.0,62397.41,6.0,1.0,1.0,0.0,66042.16,0
1657,696.0,S0,Female,39.0,139869.06,3.0,1.0,1.0,1.0,83317.22,0
1658,731.0,S0,Female,41.0,62397.41,5.0,2.0,1.0,1.0,99430.61,0
1659,657.0,S0,Male,45.0,141238.54,4.0,2.0,0.0,0.0,95281.51,0
1660,507.0,S0,Male,36.0,121302.91,5.0,1.0,1.0,1.0,75989.47,0
1661,679.0,S0,Male,34.0,62397.41,5.0,2.0,1.0,1.0,106833.42,0
1662,603.0,S1,Female,49.0,131324.1,2.0,2.0,0.0,1.0,80366.85,0
1663,559.0,S0,Female,55.0,121189.05,6.0,3.0,1.0,0.0,109375.9,1
1664,593.0,S0,Female,51.0,62397.41,4.0,2.0,0.0,1.0,134870.76,0
1665,620.0,S2,Male,33.0,62397.41,6.0,2.0,1.0,1.0,61012.7,0
1666,532.0,S0,Female,40.0,116552.88,5.0,1.0,1.0,1.0,59189.91,0
1667,651.0,S2,Female,44.0,62397.41,5.0,1.0,1.0,1.0,116312.64,0
1668,572.0,S0,Male,32.0,62397.41,5.0,2.0,1.0,0.0,69205.98,0
1669,655.0,S0,Male,35.0,62397.41,3.0,2.0,0.0,0.0,96970.11,0
1670,676.0,S0,Male,62.0,105852.76,4.0,1.0,1.0,1.0,117622.08,0
1671,565.0,S1,Male,37.0,99329.54,5.0,1.0,1.0,1.0,132583.28,0
1672,636.0,S2,Female,39.0,62397.41,3.0,2.0,0.0,0.0,107578.15,0
1673,672.0,S2,Male,40.0,113075.3,3.0,1.0,1.0,1.0,127619.59,0
1674,617.0,S0,Male,47.0,62397.41,6.0,2.0,1.0,1.0,98668.26,0
1675,660.0,S0,Female,34.0,110105.27,3.0,1.0,1.0,1.0,74655.16,0
1676,685.0,S0,Female,42.0,62397.41,5.0,2.0,1.0,1.0,140051.23,0
1677,651.0,S1,Female,47.0,129634.67,3.0,2.0,0.0,1.0,78701.82,0
1678,687.0,S1,Female,38.0,132937.65,5.0,2.0,1.0,1.0,126874.17,0
1679,667.0,S2,Female,35.0,62397.41,5.0,1.0,1.0,0.0,78090.88,0
1680,649.0,S0,Male,38.0,109120.61,5.0,1.0,1.0,0.0,107205.44,0
